Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade de Estoque,Filial,Data da Venda
Blush em pó,Eletrônicos,18.86,45,Filial 9,2023-05-14 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,33.76,97,Filial 5,2023-04-23 18:58:06.794203
Delineador líquido,Alimentos,67.41,3,Filial 9,2023-01-17 18:58:06.794203
Delineador líquido,Eletrônicos,58.3,93,Filial 3,2022-10-22 18:58:06.794203
Batom líquido,Eletrodomésticos,57.95,63,Filial 9,2022-10-28 18:58:06.794203
Base líquida,Alimentos,66.9,63,Filial 2,2023-03-13 18:58:06.794203
Corretivo,Eletrodomésticos,35.55,48,Filial 3,2023-03-08 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,51.94,55,Filial 7,2023-04-28 18:58:06.794203
Sombra de olhos,Alimentos,86.0,54,Filial 7,2023-08-06 18:58:06.794203
Máscara de cílios,Eletrônicos,73.84,27,Filial 3,2023-02-19 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,34.84,55,Filial 5,2022-11-01 18:58:06.794203
Batom líquido,Roupas,41.5,72,Filial 6,2023-03-18 18:58:06.794203
Lápis de sobrancelha,Roupas,92.31,50,Filial 6,2023-03-10 18:58:06.794203
Delineador líquido,Eletrodomésticos,20.64,18,Filial 2,2022-10-09 18:58:06.794203
Batom líquido,Alimentos,94.09,81,Filial 7,2022-12-14 18:58:06.794203
Máscara de cílios,Eletrodomésticos,60.69,47,Filial 5,2022-11-14 18:58:06.794203
Máscara de cílios,Roupas,11.55,5,Filial 1,2022-11-21 18:58:06.794203
Corretivo,Roupas,95.51,56,Filial 8,2022-11-21 18:58:06.794203
Máscara de cílios,Eletrônicos,89.33,8,Filial 8,2023-06-19 18:58:06.794203
Batom líquido,Eletrônicos,49.56,38,Filial 9,2022-11-25 18:58:06.794203
Delineador líquido,Alimentos,98.97,30,Filial 4,2023-08-30 18:58:06.794203
Sombra de olhos,Eletrodomésticos,89.56,85,Filial 3,2022-09-10 18:58:06.794203
Base líquida,Eletrodomésticos,77.81,20,Filial 3,2023-01-20 18:58:06.794203
Base líquida,Alimentos,75.06,24,Filial 3,2023-06-21 18:58:06.794203
Batom líquido,Eletrodomésticos,88.5,8,Filial 8,2023-09-05 18:58:06.794203
Corretivo,Eletrônicos,17.84,59,Filial 1,2022-09-30 18:58:06.794203
Base líquida,Alimentos,64.88,81,Filial 8,2023-04-02 18:58:06.794203
Batom matte,Alimentos,69.6,25,Filial 4,2023-03-19 18:58:06.794203
Corretivo,Roupas,24.02,85,Filial 2,2022-12-27 18:58:06.794203
Pó compacto,Roupas,67.19,63,Filial 2,2023-01-13 18:58:06.794203
Corretivo,Roupas,67.23,28,Filial 6,2022-10-30 18:58:06.794203
Blush em pó,Alimentos,86.85,40,Filial 9,2022-10-07 18:58:06.794203
Lápis de sobrancelha,Roupas,41.75,98,Filial 9,2023-07-25 18:58:06.794203
Pó compacto,Roupas,52.42,38,Filial 3,2022-11-20 18:58:06.794203
Delineador líquido,Alimentos,17.13,99,Filial 9,2022-12-04 18:58:06.794203
Blush em pó,Eletrodomésticos,22.72,51,Filial 7,2023-06-28 18:58:06.794203
Máscara de cílios,Roupas,35.28,69,Filial 8,2023-02-23 18:58:06.794203
Blush em pó,Roupas,46.76,63,Filial 8,2023-07-02 18:58:06.794203
Pó compacto,Roupas,41.45,74,Filial 2,2023-02-02 18:58:06.794203
Base líquida,Roupas,93.51,69,Filial 4,2023-03-12 18:58:06.794203
Blush em pó,Eletrônicos,88.99,17,Filial 6,2023-06-22 18:58:06.794203
Delineador líquido,Alimentos,1.1,22,Filial 10,2022-10-23 18:58:06.794203
Delineador líquido,Roupas,58.94,23,Filial 9,2023-04-17 18:58:06.794203
Sombra de olhos,Eletrônicos,76.57,87,Filial 8,2022-12-05 18:58:06.794203
Batom líquido,Eletrônicos,22.91,49,Filial 9,2023-07-28 18:58:06.794203
Corretivo,Roupas,28.89,33,Filial 6,2022-09-27 18:58:06.794203
Blush em pó,Alimentos,33.57,22,Filial 9,2022-09-05 18:58:06.794203
Delineador líquido,Eletrônicos,4.12,46,Filial 2,2023-08-07 18:58:06.794203
Blush em pó,Alimentos,73.13,66,Filial 9,2023-04-23 18:58:06.794203
Base líquida,Eletrodomésticos,1.69,21,Filial 3,2022-11-20 18:58:06.794203
Pó compacto,Alimentos,27.18,24,Filial 8,2023-02-01 18:58:06.794203
Batom matte,Eletrônicos,94.47,77,Filial 8,2023-07-03 18:58:06.794203
Corretivo,Alimentos,67.19,76,Filial 1,2023-04-10 18:58:06.794203
Sombra de olhos,Alimentos,92.72,62,Filial 4,2022-12-08 18:58:06.794203
Blush em pó,Roupas,78.29,67,Filial 5,2022-10-09 18:58:06.794203
Delineador líquido,Roupas,83.18,15,Filial 1,2022-12-21 18:58:06.794203
Pó compacto,Alimentos,75.77,26,Filial 9,2023-03-07 18:58:06.794203
Batom líquido,Roupas,81.71,90,Filial 4,2023-07-25 18:58:06.794203
Batom matte,Roupas,20.73,49,Filial 6,2023-08-11 18:58:06.794203
Lápis de sobrancelha,Roupas,57.12,10,Filial 6,2023-08-11 18:58:06.794203
Delineador líquido,Roupas,29.61,15,Filial 5,2023-01-24 18:58:06.794203
Pó compacto,Alimentos,71.75,31,Filial 10,2023-07-26 18:58:06.794203
Lápis de sobrancelha,Roupas,84.33,26,Filial 6,2022-11-29 18:58:06.794203
Máscara de cílios,Eletrodomésticos,17.9,33,Filial 7,2023-01-28 18:58:06.794203
Corretivo,Alimentos,62.61,34,Filial 6,2023-04-13 18:58:06.794203
Delineador líquido,Roupas,9.21,95,Filial 10,2023-04-29 18:58:06.794203
Máscara de cílios,Eletrodomésticos,21.71,77,Filial 2,2022-11-20 18:58:06.794203
Máscara de cílios,Eletrônicos,34.76,51,Filial 4,2023-04-09 18:58:06.794203
Delineador líquido,Eletrônicos,61.77,41,Filial 3,2023-08-05 18:58:06.794203
Corretivo,Eletrônicos,29.04,21,Filial 1,2023-04-10 18:58:06.794203
Base líquida,Alimentos,32.33,6,Filial 8,2023-05-06 18:58:06.794203
Batom matte,Eletrodomésticos,25.68,33,Filial 3,2023-05-24 18:58:06.794203
Máscara de cílios,Eletrônicos,6.8,8,Filial 2,2023-01-19 18:58:06.794203
Sombra de olhos,Eletrônicos,85.55,33,Filial 2,2022-10-30 18:58:06.794203
Batom matte,Roupas,61.23,80,Filial 6,2023-04-05 18:58:06.794203
Corretivo,Eletrônicos,7.43,18,Filial 1,2022-10-27 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,92.77,18,Filial 6,2023-02-05 18:58:06.794203
Delineador líquido,Eletrônicos,70.44,79,Filial 5,2023-02-19 18:58:06.794203
Corretivo,Eletrodomésticos,98.45,14,Filial 7,2022-11-27 18:58:06.794203
Delineador líquido,Roupas,12.18,59,Filial 10,2023-07-12 18:58:06.794203
Base líquida,Eletrodomésticos,71.31,84,Filial 2,2023-07-19 18:58:06.794203
Máscara de cílios,Eletrônicos,54.71,62,Filial 5,2023-06-02 18:58:06.794203
Corretivo,Roupas,45.12,10,Filial 3,2023-04-25 18:58:06.794203
Blush em pó,Roupas,32.26,60,Filial 8,2023-03-25 18:58:06.794203
Pó compacto,Alimentos,86.78,24,Filial 6,2022-12-13 18:58:06.794203
Blush em pó,Eletrodomésticos,71.86,26,Filial 10,2023-06-02 18:58:06.794203
Pó compacto,Eletrônicos,45.38,41,Filial 5,2023-05-25 18:58:06.794203
Corretivo,Roupas,53.76,27,Filial 4,2023-03-05 18:58:06.794203
Batom líquido,Eletrodomésticos,7.41,93,Filial 6,2023-01-18 18:58:06.794203
Batom matte,Eletrônicos,68.97,79,Filial 3,2023-03-15 18:58:06.794203
Blush em pó,Eletrodomésticos,10.5,80,Filial 6,2023-07-26 18:58:06.794203
Corretivo,Alimentos,67.79,19,Filial 5,2023-09-05 18:58:06.794203
Máscara de cílios,Eletrodomésticos,73.11,62,Filial 1,2023-04-05 18:58:06.794203
Sombra de olhos,Eletrônicos,93.33,99,Filial 8,2023-04-17 18:58:06.794203
Blush em pó,Roupas,86.79,100,Filial 5,2023-03-23 18:58:06.794203
Lápis de sobrancelha,Roupas,4.92,62,Filial 5,2022-11-03 18:58:06.794203
Sombra de olhos,Roupas,40.14,45,Filial 9,2023-03-01 18:58:06.794203
Blush em pó,Alimentos,75.09,19,Filial 1,2023-05-29 18:58:06.794203
Lápis de sobrancelha,Roupas,30.61,43,Filial 9,2023-03-22 18:58:06.794203
Pó compacto,Alimentos,25.94,61,Filial 1,2023-07-05 18:58:06.794203
Batom líquido,Eletrônicos,51.59,47,Filial 3,2022-11-14 18:58:06.794203
Base líquida,Alimentos,67.69,35,Filial 2,2022-11-20 18:58:06.794203
Máscara de cílios,Eletrônicos,71.22,72,Filial 10,2023-07-23 18:58:06.794203
Pó compacto,Eletrônicos,31.11,93,Filial 6,2023-04-14 18:58:06.794203
Pó compacto,Eletrodomésticos,4.39,29,Filial 8,2023-02-18 18:58:06.794203
Corretivo,Eletrodomésticos,43.63,47,Filial 9,2023-02-23 18:58:06.794203
Delineador líquido,Alimentos,26.15,33,Filial 9,2022-12-16 18:58:06.794203
Pó compacto,Alimentos,98.99,1,Filial 6,2023-06-09 18:58:06.794203
Máscara de cílios,Roupas,17.66,39,Filial 6,2022-12-11 18:58:06.794203
Base líquida,Alimentos,53.44,67,Filial 5,2022-09-18 18:58:06.794203
Batom matte,Eletrodomésticos,16.29,19,Filial 7,2022-11-27 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,13.8,19,Filial 2,2022-12-09 18:58:06.794203
Blush em pó,Roupas,26.5,12,Filial 10,2023-06-11 18:58:06.794203
Batom líquido,Alimentos,31.78,72,Filial 5,2022-09-10 18:58:06.794203
Base líquida,Roupas,85.44,77,Filial 9,2023-08-21 18:58:06.794203
Delineador líquido,Alimentos,85.49,11,Filial 1,2022-11-19 18:58:06.794203
Batom líquido,Eletrônicos,73.44,96,Filial 7,2023-06-05 18:58:06.794203
Máscara de cílios,Roupas,32.67,12,Filial 8,2022-11-06 18:58:06.794203
Blush em pó,Alimentos,25.04,89,Filial 10,2022-10-05 18:58:06.794203
Delineador líquido,Roupas,36.61,53,Filial 10,2022-11-10 18:58:06.794203
Base líquida,Eletrônicos,13.47,80,Filial 9,2023-08-23 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,72.95,10,Filial 7,2022-12-01 18:58:06.794203
Batom líquido,Eletrodomésticos,65.8,77,Filial 9,2023-02-11 18:58:06.794203
Pó compacto,Eletrônicos,57.42,49,Filial 6,2022-12-02 18:58:06.794203
Base líquida,Alimentos,15.26,42,Filial 8,2023-03-24 18:58:06.794203
Lápis de sobrancelha,Roupas,93.2,91,Filial 7,2023-03-29 18:58:06.794203
Blush em pó,Roupas,62.62,78,Filial 5,2023-05-02 18:58:06.794203
Delineador líquido,Alimentos,28.07,70,Filial 2,2022-10-01 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,47.69,46,Filial 2,2023-08-19 18:58:06.794203
Blush em pó,Alimentos,40.39,54,Filial 7,2022-10-06 18:58:06.794203
Batom matte,Eletrônicos,98.6,92,Filial 3,2022-12-31 18:58:06.794203
Delineador líquido,Eletrodomésticos,41.29,16,Filial 7,2023-06-01 18:58:06.794203
Sombra de olhos,Eletrodomésticos,74.29,20,Filial 7,2023-05-12 18:58:06.794203
Sombra de olhos,Alimentos,58.71,43,Filial 10,2022-12-02 18:58:06.794203
Batom matte,Eletrodomésticos,3.6,2,Filial 1,2023-07-25 18:58:06.794203
Blush em pó,Alimentos,21.08,67,Filial 4,2022-11-10 18:58:06.794203
Pó compacto,Roupas,63.62,36,Filial 3,2022-12-14 18:58:06.794203
Batom matte,Eletrodomésticos,8.66,25,Filial 4,2023-07-03 18:58:06.794203
Pó compacto,Alimentos,79.56,85,Filial 5,2023-05-29 18:58:06.794203
Delineador líquido,Alimentos,17.56,64,Filial 2,2022-10-18 18:58:06.794203
Blush em pó,Roupas,84.64,4,Filial 5,2022-11-18 18:58:06.794203
Corretivo,Eletrodomésticos,42.59,20,Filial 8,2022-10-05 18:58:06.794203
Lápis de sobrancelha,Alimentos,78.5,49,Filial 9,2023-06-12 18:58:06.794203
Sombra de olhos,Eletrodomésticos,97.49,7,Filial 3,2022-11-14 18:58:06.794203
Corretivo,Eletrodomésticos,49.08,31,Filial 1,2023-03-05 18:58:06.794203
Máscara de cílios,Alimentos,67.99,98,Filial 8,2023-02-01 18:58:06.794203
Batom líquido,Alimentos,71.63,61,Filial 3,2022-10-04 18:58:06.794203
Máscara de cílios,Alimentos,73.04,12,Filial 8,2022-09-11 18:58:06.794203
Delineador líquido,Eletrodomésticos,66.35,44,Filial 10,2023-01-11 18:58:06.794203
Blush em pó,Eletrodomésticos,89.05,31,Filial 5,2022-12-21 18:58:06.794203
Delineador líquido,Roupas,6.07,65,Filial 3,2022-12-14 18:58:06.794203
Máscara de cílios,Eletrodomésticos,15.38,18,Filial 1,2022-12-11 18:58:06.794203
Base líquida,Eletrônicos,12.27,23,Filial 9,2023-05-08 18:58:06.794203
Batom líquido,Alimentos,77.02,85,Filial 8,2022-10-18 18:58:06.794203
Base líquida,Roupas,68.69,32,Filial 8,2022-12-26 18:58:06.794203
Batom líquido,Eletrodomésticos,55.96,42,Filial 7,2022-10-18 18:58:06.794203
Corretivo,Eletrodomésticos,54.17,78,Filial 1,2023-02-22 18:58:06.794203
Pó compacto,Alimentos,52.67,64,Filial 1,2023-09-03 18:58:06.794203
Base líquida,Roupas,32.47,28,Filial 2,2022-11-25 18:58:06.794203
Batom matte,Roupas,71.09,62,Filial 7,2023-06-01 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,24.2,43,Filial 10,2023-02-28 18:58:06.794203
Pó compacto,Roupas,42.15,11,Filial 3,2023-03-07 18:58:06.794203
Pó compacto,Eletrodomésticos,15.97,31,Filial 2,2023-05-18 18:58:06.794203
Base líquida,Roupas,54.79,62,Filial 2,2022-11-15 18:58:06.794203
Pó compacto,Alimentos,7.21,96,Filial 1,2023-08-23 18:58:06.794203
Corretivo,Eletrodomésticos,12.53,23,Filial 5,2023-01-26 18:58:06.794203
Máscara de cílios,Roupas,22.32,86,Filial 1,2023-06-25 18:58:06.794203
Sombra de olhos,Alimentos,10.73,45,Filial 5,2023-05-17 18:58:06.794203
Máscara de cílios,Roupas,91.29,18,Filial 3,2022-12-18 18:58:06.794203
Sombra de olhos,Alimentos,56.98,66,Filial 9,2023-01-23 18:58:06.794203
Sombra de olhos,Eletrodomésticos,14.73,44,Filial 7,2022-09-10 18:58:06.794203
Blush em pó,Eletrônicos,73.65,72,Filial 3,2022-10-04 18:58:06.794203
Blush em pó,Roupas,67.49,5,Filial 10,2022-12-02 18:58:06.794203
Corretivo,Eletrônicos,83.97,44,Filial 7,2022-09-18 18:58:06.794203
Corretivo,Eletrônicos,35.47,40,Filial 1,2023-01-19 18:58:06.794203
Máscara de cílios,Roupas,45.83,96,Filial 8,2022-10-15 18:58:06.794203
Pó compacto,Eletrônicos,66.22,81,Filial 5,2023-09-04 18:58:06.794203
Delineador líquido,Eletrodomésticos,10.18,34,Filial 5,2022-12-26 18:58:06.794203
Delineador líquido,Alimentos,98.0,10,Filial 5,2022-10-26 18:58:06.794203
Sombra de olhos,Eletrodomésticos,91.93,82,Filial 5,2023-08-02 18:58:06.794203
Batom matte,Roupas,64.9,92,Filial 6,2023-04-09 18:58:06.794203
Delineador líquido,Eletrônicos,79.98,64,Filial 8,2023-07-24 18:58:06.794203
Base líquida,Alimentos,7.27,44,Filial 4,2022-09-18 18:58:06.794203
Máscara de cílios,Eletrodomésticos,16.9,67,Filial 2,2022-12-04 18:58:06.794203
Pó compacto,Eletrodomésticos,99.27,94,Filial 2,2022-10-30 18:58:06.794203
Pó compacto,Eletrodomésticos,2.19,94,Filial 4,2022-09-24 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,86.12,63,Filial 9,2023-04-01 18:58:06.794203
Máscara de cílios,Alimentos,63.63,72,Filial 7,2023-02-23 18:58:06.794203
Delineador líquido,Alimentos,94.77,16,Filial 7,2022-12-18 18:58:06.794203
Máscara de cílios,Alimentos,73.76,68,Filial 7,2023-07-12 18:58:06.794203
Batom matte,Roupas,5.29,25,Filial 6,2023-08-28 18:58:06.794203
Pó compacto,Roupas,37.02,96,Filial 8,2022-12-27 18:58:06.794203
Batom líquido,Alimentos,30.87,91,Filial 3,2022-11-06 18:58:06.794203
Base líquida,Eletrônicos,99.31,47,Filial 1,2023-07-20 18:58:06.794203
Lápis de sobrancelha,Roupas,90.74,100,Filial 4,2022-10-29 18:58:06.794203
Base líquida,Roupas,42.89,91,Filial 5,2022-11-06 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,33.79,76,Filial 6,2023-05-12 18:58:06.794203
Batom matte,Eletrônicos,46.96,51,Filial 7,2023-01-13 18:58:06.794203
Pó compacto,Alimentos,6.99,6,Filial 3,2023-05-04 18:58:06.794203
Sombra de olhos,Eletrônicos,85.41,43,Filial 8,2023-07-16 18:58:06.794203
Batom matte,Alimentos,88.84,41,Filial 1,2022-10-31 18:58:06.794203
Base líquida,Eletrônicos,54.04,88,Filial 6,2023-01-01 18:58:06.794203
Sombra de olhos,Roupas,96.25,40,Filial 1,2023-02-20 18:58:06.794203
Batom líquido,Eletrodomésticos,97.87,95,Filial 6,2023-06-10 18:58:06.794203
Blush em pó,Alimentos,56.94,37,Filial 7,2023-08-29 18:58:06.794203
Blush em pó,Roupas,88.03,32,Filial 7,2023-05-26 18:58:06.794203
Base líquida,Eletrodomésticos,9.28,32,Filial 8,2023-08-20 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,68.1,57,Filial 2,2022-09-23 18:58:06.794203
Pó compacto,Eletrônicos,12.32,15,Filial 1,2023-03-28 18:58:06.794203
Corretivo,Roupas,99.65,52,Filial 3,2023-08-13 18:58:06.794203
Sombra de olhos,Alimentos,68.6,10,Filial 2,2023-09-01 18:58:06.794203
Batom líquido,Eletrodomésticos,6.18,30,Filial 2,2023-08-20 18:58:06.794203
Delineador líquido,Eletrodomésticos,20.8,80,Filial 10,2023-01-24 18:58:06.794203
Máscara de cílios,Eletrodomésticos,22.04,48,Filial 3,2023-03-12 18:58:06.794203
Blush em pó,Eletrodomésticos,86.38,90,Filial 2,2023-06-30 18:58:06.794203
Blush em pó,Eletrônicos,26.13,12,Filial 9,2023-05-08 18:58:06.794203
Corretivo,Eletrônicos,86.66,81,Filial 6,2023-06-16 18:58:06.794203
Pó compacto,Eletrodomésticos,11.4,15,Filial 8,2023-01-15 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,93.53,15,Filial 2,2023-03-25 18:58:06.794203
Pó compacto,Eletrodomésticos,26.11,95,Filial 7,2023-01-10 18:58:06.794203
Batom matte,Alimentos,22.2,81,Filial 3,2023-03-25 18:58:06.794203
Delineador líquido,Roupas,40.9,52,Filial 8,2022-11-28 18:58:06.794203
Corretivo,Alimentos,72.22,28,Filial 7,2022-11-25 18:58:06.794203
Máscara de cílios,Eletrônicos,44.23,64,Filial 9,2022-10-19 18:58:06.794203
Batom líquido,Alimentos,4.86,64,Filial 5,2022-09-24 18:58:06.794203
Base líquida,Eletrodomésticos,75.59,34,Filial 9,2023-02-05 18:58:06.794203
Batom matte,Eletrônicos,83.43,49,Filial 3,2022-12-25 18:58:06.794203
Delineador líquido,Roupas,30.89,70,Filial 6,2023-01-14 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,19.64,17,Filial 2,2022-09-28 18:58:06.794203
Batom matte,Alimentos,43.18,54,Filial 9,2023-08-12 18:58:06.794203
Batom matte,Alimentos,39.66,33,Filial 3,2022-09-30 18:58:06.794203
Pó compacto,Eletrodomésticos,88.49,85,Filial 1,2023-03-18 18:58:06.794203
Corretivo,Eletrodomésticos,88.18,69,Filial 10,2022-11-06 18:58:06.794203
Base líquida,Alimentos,16.18,11,Filial 3,2022-12-16 18:58:06.794203
Lápis de sobrancelha,Alimentos,80.96,3,Filial 7,2022-10-13 18:58:06.794203
Delineador líquido,Eletrônicos,72.16,21,Filial 6,2023-07-05 18:58:06.794203
Corretivo,Eletrônicos,9.8,84,Filial 4,2023-03-12 18:58:06.794203
Delineador líquido,Eletrodomésticos,60.6,45,Filial 7,2023-07-20 18:58:06.794203
Corretivo,Eletrônicos,2.22,65,Filial 2,2022-10-17 18:58:06.794203
Sombra de olhos,Eletrônicos,2.88,86,Filial 2,2023-02-19 18:58:06.794203
Máscara de cílios,Eletrodomésticos,22.45,85,Filial 1,2023-02-13 18:58:06.794203
Corretivo,Eletrônicos,26.69,6,Filial 8,2022-11-01 18:58:06.794203
Delineador líquido,Roupas,27.13,72,Filial 6,2023-01-04 18:58:06.794203
Sombra de olhos,Eletrônicos,25.29,61,Filial 5,2022-11-29 18:58:06.794203
Batom matte,Roupas,39.46,73,Filial 10,2022-12-23 18:58:06.794203
Lápis de sobrancelha,Roupas,46.31,32,Filial 8,2023-05-05 18:58:06.794203
Blush em pó,Eletrodomésticos,49.24,5,Filial 2,2023-07-13 18:58:06.794203
Corretivo,Alimentos,74.75,96,Filial 6,2023-04-16 18:58:06.794203
Batom líquido,Roupas,1.98,65,Filial 3,2023-08-18 18:58:06.794203
Corretivo,Eletrodomésticos,72.66,87,Filial 8,2023-05-25 18:58:06.794203
Sombra de olhos,Eletrônicos,75.75,77,Filial 6,2022-12-03 18:58:06.794203
Máscara de cílios,Eletrodomésticos,63.53,54,Filial 8,2022-12-21 18:58:06.794203
Base líquida,Eletrônicos,74.64,56,Filial 2,2022-10-27 18:58:06.794203
Lápis de sobrancelha,Alimentos,94.43,72,Filial 3,2022-10-28 18:58:06.794203
Delineador líquido,Eletrodomésticos,86.8,46,Filial 10,2022-11-03 18:58:06.794203
Sombra de olhos,Eletrodomésticos,77.31,42,Filial 8,2023-07-20 18:58:06.794203
Blush em pó,Eletrônicos,73.58,25,Filial 8,2022-11-25 18:58:06.794203
Base líquida,Eletrodomésticos,30.61,82,Filial 2,2023-08-20 18:58:06.794203
Corretivo,Eletrônicos,12.19,34,Filial 1,2023-03-06 18:58:06.794203
Base líquida,Eletrônicos,64.23,47,Filial 4,2023-07-04 18:58:06.794203
Pó compacto,Eletrodomésticos,57.08,82,Filial 9,2023-05-03 18:58:06.794203
Sombra de olhos,Eletrônicos,36.36,81,Filial 10,2023-04-10 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,26.0,59,Filial 10,2023-03-31 18:58:06.794203
Batom líquido,Roupas,26.08,99,Filial 8,2023-02-10 18:58:06.794203
Máscara de cílios,Roupas,50.18,97,Filial 2,2022-11-16 18:58:06.794203
Batom matte,Alimentos,5.26,5,Filial 8,2022-11-11 18:58:06.794203
Corretivo,Eletrodomésticos,6.94,40,Filial 7,2023-01-10 18:58:06.794203
Sombra de olhos,Eletrônicos,64.52,27,Filial 8,2022-09-25 18:58:06.794203
Corretivo,Eletrodomésticos,71.91,19,Filial 1,2023-02-16 18:58:06.794203
Delineador líquido,Eletrônicos,76.62,59,Filial 9,2023-07-31 18:58:06.794203
Blush em pó,Eletrônicos,66.91,17,Filial 10,2023-08-03 18:58:06.794203
Blush em pó,Eletrodomésticos,86.82,46,Filial 7,2023-09-01 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,72.63,92,Filial 3,2023-01-07 18:58:06.794203
Batom matte,Roupas,86.66,39,Filial 3,2022-10-05 18:58:06.794203
Blush em pó,Alimentos,89.1,16,Filial 9,2023-04-21 18:58:06.794203
Delineador líquido,Eletrônicos,62.43,49,Filial 8,2022-10-09 18:58:06.794203
Corretivo,Roupas,27.52,23,Filial 4,2022-10-30 18:58:06.794203
Sombra de olhos,Eletrônicos,28.91,28,Filial 8,2023-03-05 18:58:06.794203
Delineador líquido,Alimentos,43.5,1,Filial 5,2023-01-17 18:58:06.794203
Corretivo,Roupas,62.78,78,Filial 2,2022-09-13 18:58:06.794203
Sombra de olhos,Eletrônicos,80.77,14,Filial 9,2022-09-07 18:58:06.794203
Corretivo,Alimentos,90.59,45,Filial 7,2023-01-28 18:58:06.794203
Base líquida,Eletrônicos,98.94,52,Filial 9,2023-03-03 18:58:06.794203
Blush em pó,Eletrodomésticos,71.21,65,Filial 3,2022-09-11 18:58:06.794203
Blush em pó,Roupas,5.13,80,Filial 4,2023-01-16 18:58:06.794203
Pó compacto,Alimentos,35.33,3,Filial 3,2023-01-15 18:58:06.794203
Corretivo,Eletrodomésticos,29.54,87,Filial 4,2023-03-13 18:58:06.794203
Batom líquido,Eletrodomésticos,20.61,57,Filial 4,2023-04-18 18:58:06.794203
Batom matte,Eletrodomésticos,35.89,11,Filial 3,2022-09-09 18:58:06.794203
Delineador líquido,Eletrônicos,19.57,22,Filial 10,2022-09-14 18:58:06.794203
Corretivo,Alimentos,67.64,89,Filial 3,2022-10-10 18:58:06.794203
Pó compacto,Roupas,66.81,18,Filial 10,2022-12-24 18:58:06.794203
Corretivo,Alimentos,74.36,12,Filial 2,2023-06-04 18:58:06.794203
Base líquida,Eletrodomésticos,87.39,4,Filial 10,2023-03-10 18:58:06.794203
Base líquida,Eletrodomésticos,17.55,60,Filial 2,2023-06-28 18:58:06.794203
Base líquida,Eletrodomésticos,83.12,59,Filial 5,2023-07-29 18:58:06.794203
Pó compacto,Roupas,8.31,72,Filial 3,2023-06-18 18:58:06.794203
Corretivo,Alimentos,57.22,26,Filial 7,2022-11-12 18:58:06.794203
Blush em pó,Eletrônicos,29.2,79,Filial 9,2022-09-14 18:58:06.794203
Delineador líquido,Eletrodomésticos,22.17,9,Filial 2,2023-08-12 18:58:06.794203
Batom líquido,Alimentos,99.56,7,Filial 2,2022-09-21 18:58:06.794203
Corretivo,Roupas,20.15,81,Filial 9,2023-01-24 18:58:06.794203
Corretivo,Eletrônicos,20.07,59,Filial 8,2023-01-16 18:58:06.794203
Batom líquido,Roupas,88.01,53,Filial 8,2022-12-15 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,85.03,47,Filial 9,2023-05-08 18:58:06.794203
Sombra de olhos,Eletrodomésticos,64.8,63,Filial 3,2022-09-11 18:58:06.794203
Batom líquido,Alimentos,72.94,21,Filial 7,2023-02-26 18:58:06.794203
Batom matte,Roupas,61.17,6,Filial 9,2023-01-21 18:58:06.794203
Pó compacto,Roupas,83.13,84,Filial 1,2023-03-11 18:58:06.794203
Batom matte,Eletrodomésticos,59.33,80,Filial 2,2023-06-12 18:58:06.794203
Máscara de cílios,Eletrônicos,47.08,99,Filial 8,2023-03-17 18:58:06.794203
Batom líquido,Eletrônicos,81.8,51,Filial 3,2023-01-14 18:58:06.794203
Batom matte,Roupas,30.33,97,Filial 9,2023-05-06 18:58:06.794203
Base líquida,Eletrônicos,81.95,76,Filial 8,2022-09-30 18:58:06.794203
Base líquida,Eletrodomésticos,66.26,51,Filial 6,2023-03-26 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,58.96,93,Filial 2,2023-07-13 18:58:06.794203
Delineador líquido,Roupas,62.56,73,Filial 3,2022-12-08 18:58:06.794203
Corretivo,Eletrodomésticos,31.3,84,Filial 1,2023-04-24 18:58:06.794203
Base líquida,Eletrônicos,63.49,44,Filial 2,2022-11-18 18:58:06.794203
Batom matte,Eletrodomésticos,62.98,91,Filial 2,2023-08-02 18:58:06.794203
Lápis de sobrancelha,Roupas,15.29,54,Filial 2,2023-07-26 18:58:06.794203
Base líquida,Eletrodomésticos,75.65,90,Filial 5,2023-08-07 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,54.14,91,Filial 8,2022-12-01 18:58:06.794203
Blush em pó,Alimentos,47.9,64,Filial 10,2022-12-13 18:58:06.794203
